UsageId,AccountId,SubscriptionId,Month,Seats,MAU,MAURatio,Sessions,FeatureAdoptionRate
U0000383,A00101,SUB00036,2025-07-01,250,160,0.64,2869,0.22
U0000384,A00101,SUB00036,2025-08-01,250,163,0.655,2682,0.39
U0000385,A00101,SUB00036,2025-09-01,250,167,0.67,4922,0.26
U0000386,A00101,SUB00036,2025-10-01,250,171,0.685,1722,0.25
U0000387,A00101,SUB00036,2025-11-01,250,175,0.7,1491,0.53
U0000388,A00101,SUB00036,2025-12-01,250,178,0.715,3537,0.55
U0000389,A00101,SUB00036,2026-01-01,250,182,0.73,6228,0.37
U0000390,A00101,SUB00036,2026-02-01,250,186,0.745,2433,0.46
U0000391,A00101,SUB00036,2026-03-01,250,190,0.76,3433,0.83
U0000392,A00101,SUB00036,2026-04-01,250,193,0.775,4350,0.82
U0000393,A00101,SUB00036,2026-05-01,250,197,0.79,2466,0.44
U0000394,A00103,SUB00037,2025-06-01,20,9,0.471,108,0.41
U0000395,A00103,SUB00037,2025-07-01,20,9,0.486,210,0.48
U0000396,A00103,SUB00037,2025-08-01,20,10,0.501,180,0.82
U0000397,A00103,SUB00037,2025-09-01,20,10,0.516,158,0.57
U0000398,A00103,SUB00037,2025-10-01,20,10,0.531,125,0.58
U0000399,A00103,SUB00037,2025-11-01,20,10,0.546,153,0.87
U0000400,A00103,SUB00037,2025-12-01,20,11,0.561,156,0.45
U0000401,A00103,SUB00037,2026-01-01,20,11,0.576,164,0.6
U0000402,A00103,SUB00037,2026-02-01,20,11,0.591,321,0.67
U0000403,A00103,SUB00037,2026-03-01,20,12,0.606,99,0.83
U0000404,A00103,SUB00037,2026-04-01,20,12,0.621,289,0.41
U0000405,A00103,SUB00037,2026-05-01,20,12,0.636,233,0.63
U0000406,A00104,SUB00038,2025-06-01,20,9,0.473,187,0.44
U0000407,A00104,SUB00038,2025-07-01,20,10,0.505,296,0.59
U0000408,A00104,SUB00038,2025-08-01,20,8,0.43,68,0.25
U0000409,A00104,SUB00038,2025-09-01,20,10,0.511,225,0.45
U0000410,A00104,SUB00038,2025-10-01,20,9,0.478,260,0.22
U0000411,A00104,SUB00038,2025-11-01,20,8,0.441,109,0.48
U0000412,A00104,SUB00038,2025-12-01,20,8,0.426,95,0.3
U0000413,A00104,SUB00038,2026-01-01,20,10,0.509,279,0.77
U0000414,A00104,SUB00038,2026-02-01,20,9,0.483,242,0.23
U0000415,A00104,SUB00038,2026-03-01,20,9,0.488,175,0.5
U0000416,A00104,SUB00038,2026-04-01,20,10,0.519,266,0.71
U0000417,A00104,SUB00038,2026-05-01,20,8,0.44,198,0.84
U0000418,A00108,SUB00039,2025-06-01,10,6,0.677,135,0.82
U0000419,A00108,SUB00039,2025-07-01,10,6,0.692,98,0.62
U0000420,A00108,SUB00039,2025-08-01,10,7,0.707,111,0.42
U0000421,A00108,SUB00039,2025-09-01,10,7,0.722,63,0.45
U0000422,A00108,SUB00039,2025-10-01,10,7,0.737,77,0.68
U0000423,A00108,SUB00039,2025-11-01,10,7,0.752,167,0.87
U0000424,A00108,SUB00039,2025-12-01,10,7,0.767,224,0.43
U0000425,A00108,SUB00039,2026-01-01,10,7,0.782,164,0.71
U0000426,A00108,SUB00039,2026-02-01,10,7,0.797,228,0.72
U0000427,A00108,SUB00039,2026-03-01,10,8,0.812,98,0.43
U0000428,A00108,SUB00039,2026-04-01,10,8,0.827,236,0.67
U0000429,A00108,SUB00039,2026-05-01,10,8,0.842,208,0.54
U0000430,A00110,SUB00040,2026-03-01,100,84,0.846,1820,0.54
U0000431,A00110,SUB00040,2026-04-01,100,73,0.737,1522,0.79
U0000432,A00110,SUB00040,2026-05-01,100,80,0.81,1019,0.64
U0000433,A00111,SUB00041,2025-06-01,10,6,0.667,154,0.45
U0000434,A00111,SUB00041,2025-07-01,10,6,0.616,200,0.67
U0000435,A00111,SUB00041,2025-08-01,10,6,0.659,153,0.81
U0000436,A00111,SUB00041,2025-09-01,10,6,0.653,61,0.44
U0000437,A00111,SUB00041,2025-10-01,10,6,0.697,177,0.38
U0000438,A00111,SUB00041,2025-11-01,10,6,0.671,167,0.31
U0000439,A00111,SUB00041,2025-12-01,10,6,0.642,69,0.59
U0000440,A00111,SUB00041,2026-01-01,10,6,0.64,146,0.61
U0000441,A00111,SUB00041,2026-02-01,10,6,0.61,78,0.57
U0000442,A00111,SUB00041,2026-03-01,10,6,0.693,107,0.42
U0000443,A00111,SUB00041,2026-04-01,10,6,0.694,194,0.7
U0000444,A00111,SUB00041,2026-05-01,10,6,0.621,149,0.34
U0000445,A00113,SUB00042,2025-10-01,20,11,0.594,120,0.36
U0000446,A00113,SUB00042,2025-11-01,20,12,0.609,418,0.48
U0000447,A00113,SUB00042,2025-12-01,20,12,0.624,399,0.74
U0000448,A00113,SUB00042,2026-01-01,20,12,0.639,116,0.53
U0000449,A00113,SUB00042,2026-02-01,20,13,0.654,399,0.57
U0000450,A00113,SUB00042,2026-03-01,20,13,0.669,408,0.77
U0000451,A00113,SUB00042,2026-04-01,20,13,0.684,322,0.58
U0000452,A00113,SUB00042,2026-05-01,20,13,0.699,387,0.22
U0000453,A00114,SUB00043,2025-06-01,500,388,0.778,6892,0.84
U0000454,A00114,SUB00043,2025-07-01,500,396,0.793,4191,0.36
U0000455,A00114,SUB00043,2025-08-01,500,403,0.808,6857,0.53
U0000456,A00114,SUB00043,2025-09-01,500,411,0.823,5597,0.58
U0000457,A00114,SUB00043,2025-10-01,500,418,0.838,6493,0.32
U0000458,A00114,SUB00043,2025-11-01,500,426,0.853,8149,0.36
U0000459,A00114,SUB00043,2025-12-01,500,433,0.868,7516,0.37
U0000460,A00114,SUB00043,2026-01-01,500,441,0.883,11309,0.84
U0000461,A00114,SUB00043,2026-02-01,500,448,0.898,6403,0.56
U0000462,A00114,SUB00043,2026-03-01,500,456,0.913,11540,0.89
U0000463,A00114,SUB00043,2026-04-01,500,463,0.928,13874,0.53
U0000464,A00114,SUB00043,2026-05-01,500,471,0.943,14173,0.63
U0000465,A00123,SUB00044,2025-06-01,500,223,0.447,2416,0.38
U0000466,A00123,SUB00044,2025-07-01,500,231,0.462,3352,0.89
U0000467,A00123,SUB00044,2025-08-01,500,238,0.477,6924,0.46
U0000468,A00123,SUB00044,2025-09-01,500,246,0.492,3115,0.57
U0000469,A00123,SUB00044,2025-10-01,500,253,0.507,7359,0.31
U0000470,A00123,SUB00044,2025-11-01,500,261,0.522,7739,0.51
U0000471,A00123,SUB00044,2025-12-01,500,268,0.537,8230,0.7
U0000472,A00123,SUB00044,2026-01-01,500,276,0.552,3207,0.39
U0000473,A00123,SUB00044,2026-02-01,500,283,0.567,8661,0.27
U0000474,A00123,SUB00044,2026-03-01,500,291,0.582,7985,0.82
U0000475,A00123,SUB00044,2026-04-01,500,298,0.597,6162,0.84
U0000476,A00123,SUB00044,2026-05-01,500,306,0.612,3242,0.34
U0000477,A00125,SUB00045,2025-06-01,5,2,0.559,44,0.65
U0000478,A00125,SUB00045,2025-07-01,5,2,0.574,30,0.71
U0000479,A00125,SUB00045,2025-08-01,5,2,0.589,69,0.33
U0000480,A00125,SUB00045,2025-09-01,5,3,0.604,64,0.24
U0000481,A00125,SUB00045,2025-10-01,5,3,0.619,89,0.88
U0000482,A00125,SUB00045,2025-11-01,5,3,0.634,80,0.86
U0000483,A00125,SUB00045,2025-12-01,5,3,0.649,97,0.47
U0000484,A00125,SUB00045,2026-01-01,5,3,0.664,56,0.76
U0000485,A00125,SUB00045,2026-02-01,5,3,0.679,34,0.73
U0000486,A00125,SUB00045,2026-03-01,5,3,0.694,74,0.35
U0000487,A00125,SUB00045,2026-04-01,5,3,0.709,83,0.28
U0000488,A00125,SUB00045,2026-05-01,5,3,0.724,89,0.73
U0000489,A00131,SUB00046,2025-12-01,100,74,0.746,1622,0.22
U0000490,A00131,SUB00046,2026-01-01,100,77,0.777,2482,0.57
U0000491,A00131,SUB00046,2026-02-01,100,82,0.825,749,0.43
U0000492,A00131,SUB00046,2026-03-01,100,76,0.763,665,0.85
U0000493,A00131,SUB00046,2026-04-01,100,78,0.788,2099,0.34
U0000494,A00131,SUB00046,2026-05-01,100,77,0.776,975,0.33
U0000495,A00133,SUB00047,2025-06-01,20,10,0.502,335,0.74
U0000496,A00133,SUB00047,2025-07-01,20,11,0.553,248,0.76
U0000497,A00133,SUB00047,2025-08-01,20,11,0.58,274,0.62
U0000498,A00133,SUB00047,2025-09-01,20,11,0.573,311,0.65
U0000499,A00133,SUB00047,2025-10-01,20,11,0.567,155,0.59
U0000500,A00133,SUB00047,2025-11-01,20,10,0.527,245,0.25
U0000501,A00133,SUB00047,2025-12-01,20,11,0.581,316,0.65
U0000502,A00133,SUB00047,2026-01-01,20,10,0.507,274,0.88
U0000503,A00133,SUB00047,2026-02-01,20,11,0.551,231,0.42
U0000504,A00133,SUB00047,2026-03-01,20,10,0.548,81,0.82
U0000505,A00133,SUB00047,2026-04-01,20,10,0.512,169,0.51
U0000506,A00133,SUB00047,2026-05-01,20,10,0.528,271,0.28
U0000507,A00138,SUB00048,2025-06-01,250,116,0.465,2893,0.83
U0000508,A00138,SUB00048,2025-07-01,250,120,0.48,3371,0.6
U0000509,A00138,SUB00048,2025-08-01,250,123,0.495,2843,0.78
U0000510,A00138,SUB00048,2025-09-01,250,127,0.51,1881,0.86
U0000511,A00138,SUB00048,2025-10-01,250,131,0.525,2478,0.24
U0000512,A00138,SUB00048,2025-11-01,250,135,0.54,4180,0.75
U0000513,A00138,SUB00048,2025-12-01,250,138,0.555,2081,0.7
U0000514,A00138,SUB00048,2026-01-01,250,142,0.57,4035,0.48
U0000515,A00138,SUB00048,2026-02-01,250,146,0.585,1265,0.85
U0000516,A00138,SUB00048,2026-03-01,250,150,0.6,1559,0.31
U0000517,A00138,SUB00048,2026-04-01,250,153,0.615,2455,0.39
U0000518,A00138,SUB00048,2026-05-01,250,157,0.63,4959,0.43
U0000519,A00139,SUB00049,2025-06-01,20,9,0.495,204,0.68
U0000520,A00139,SUB00049,2025-07-01,20,8,0.448,89,0.43
U0000521,A00139,SUB00049,2025-08-01,20,9,0.476,100,0.46
U0000522,A00139,SUB00049,2025-09-01,20,9,0.49,108,0.79
U0000523,A00139,SUB00049,2025-10-01,20,9,0.494,94,0.67
U0000524,A00139,SUB00049,2025-11-01,20,9,0.491,165,0.77
U0000525,A00139,SUB00049,2025-12-01,20,10,0.509,178,0.61
U0000526,A00139,SUB00049,2026-01-01,20,10,0.515,189,0.57
U0000527,A00139,SUB00049,2026-02-01,20,9,0.47,221,0.65
U0000528,A00139,SUB00049,2026-03-01,20,10,0.512,218,0.22
U0000529,A00139,SUB00049,2026-04-01,20,9,0.476,238,0.88
U0000530,A00139,SUB00049,2026-05-01,20,9,0.478,109,0.5
U0000531,A00142,SUB00050,2026-01-01,10,6,0.632,205,0.42
U0000532,A00142,SUB00050,2026-02-01,10,6,0.607,109,0.83
U0000533,A00142,SUB00050,2026-03-01,10,5,0.582,163,0.2
U0000534,A00142,SUB00050,2026-04-01,10,5,0.557,160,0.58
U0000535,A00142,SUB00050,2026-05-01,10,5,0.532,107,0.82
U0000536,A00143,SUB00051,2025-06-01,50,36,0.731,982,0.88
U0000537,A00143,SUB00051,2025-07-01,50,35,0.706,1179,0.38
U0000538,A00143,SUB00051,2025-08-01,50,34,0.681,771,0.71
U0000539,A00143,SUB00051,2025-09-01,50,32,0.656,865,0.78
U0000540,A00143,SUB00051,2025-10-01,50,31,0.631,880,0.76
U0000541,A00143,SUB00051,2025-11-01,50,30,0.606,1047,0.6
U0000542,A00143,SUB00051,2025-12-01,50,29,0.581,410,0.25
U0000543,A00143,SUB00051,2026-01-01,50,27,0.556,283,0.44
U0000544,A00143,SUB00051,2026-02-01,50,26,0.531,798,0.6
U0000545,A00143,SUB00051,2026-03-01,50,25,0.506,859,0.21
U0000546,A00143,SUB00051,2026-04-01,50,24,0.481,474,0.4
U0000547,A00143,SUB00051,2026-05-01,50,22,0.456,288,0.83
U0000548,A00145,SUB00052,2025-06-01,10,7,0.724,194,0.28
U0000549,A00145,SUB00052,2025-07-01,10,7,0.77,163,0.34
U0000550,A00145,SUB00052,2025-08-01,10,7,0.748,239,0.85
U0000551,A00145,SUB00052,2025-09-01,10,8,0.833,178,0.72
U0000552,A00145,SUB00052,2025-10-01,10,8,0.829,221,0.61
U0000553,A00145,SUB00052,2025-11-01,10,5,0.57,76,0.86
U0000554,A00145,SUB00052,2025-12-01,10,8,0.805,254,0.53
U0000555,A00145,SUB00052,2026-01-01,10,5,0.582,110,0.57
U0000556,A00145,SUB00052,2026-02-01,10,5,0.504,69,0.55
U0000557,A00145,SUB00052,2026-03-01,10,6,0.679,174,0.47
U0000558,A00145,SUB00052,2026-04-01,10,7,0.715,101,0.78
U0000559,A00145,SUB00052,2026-05-01,10,5,0.514,108,0.41
U0000560,A00147,SUB00053,2025-06-01,5,3,0.63,75,0.55
U0000561,A00147,SUB00053,2025-07-01,5,3,0.645,97,0.43
U0000562,A00147,SUB00053,2025-08-01,5,3,0.66,100,0.85
U0000563,A00147,SUB00053,2025-09-01,5,3,0.675,26,0.74
U0000564,A00147,SUB00053,2025-10-01,5,3,0.69,28,0.24
U0000565,A00147,SUB00053,2025-11-01,5,3,0.705,33,0.79
U0000566,A00147,SUB00053,2025-12-01,5,3,0.72,80,0.76
U0000567,A00147,SUB00053,2026-01-01,5,3,0.735,44,0.41
U0000568,A00147,SUB00053,2026-02-01,5,3,0.75,45,0.79
U0000569,A00147,SUB00053,2026-03-01,5,3,0.765,51,0.66
U0000570,A00147,SUB00053,2026-04-01,5,3,0.78,100,0.39
U0000571,A00147,SUB00053,2026-05-01,5,3,0.795,24,0.26
U0000572,A00150,SUB00054,2025-06-01,20,14,0.724,483,0.73
U0000573,A00150,SUB00054,2025-07-01,20,13,0.699,326,0.75
U0000574,A00150,SUB00054,2025-08-01,20,13,0.674,403,0.46
U0000575,A00150,SUB00054,2025-09-01,20,12,0.649,182,0.6
U0000576,A00150,SUB00054,2025-10-01,20,12,0.624,199,0.46
U0000577,A00150,SUB00054,2025-11-01,20,11,0.599,322,0.38
U0000578,A00150,SUB00054,2025-12-01,20,11,0.574,165,0.52
U0000579,A00150,SUB00054,2026-01-01,20,10,0.549,145,0.86
U0000580,A00150,SUB00054,2026-02-01,20,10,0.524,261,0.7
U0000581,A00150,SUB00054,2026-03-01,20,9,0.499,297,0.86
U0000582,A00150,SUB00054,2026-04-01,20,9,0.474,173,0.89
U0000583,A00150,SUB00054,2026-05-01,20,8,0.449,261,0.2
U0000584,A00152,SUB00055,2025-06-01,50,27,0.543,885,0.74
U0000585,A00152,SUB00055,2025-07-01,50,28,0.569,839,0.45
U0000586,A00152,SUB00055,2025-08-01,50,27,0.557,337,0.66
U0000587,A00152,SUB00055,2025-09-01,50,27,0.556,631,0.8
U0000588,A00152,SUB00055,2025-10-01,50,30,0.6,287,0.47
U0000589,A00152,SUB00055,2025-11-01,50,27,0.553,510,0.44
U0000590,A00152,SUB00055,2025-12-01,50,30,0.608,917,0.46
U0000591,A00152,SUB00055,2026-01-01,50,30,0.619,947,0.35
U0000592,A00152,SUB00055,2026-02-01,50,30,0.613,538,0.31
U0000593,A00152,SUB00055,2026-03-01,50,28,0.565,791,0.48
U0000594,A00152,SUB00055,2026-04-01,50,29,0.597,336,0.44
U0000595,A00152,SUB00055,2026-05-01,50,29,0.59,903,0.41
U0000596,A00154,SUB00056,2025-09-01,20,10,0.527,335,0.58
U0000597,A00154,SUB00056,2025-10-01,20,10,0.545,178,0.7
U0000598,A00154,SUB00056,2025-11-01,20,9,0.483,242,0.61
U0000599,A00154,SUB00056,2025-12-01,20,10,0.541,102,0.35
U0000600,A00154,SUB00056,2026-01-01,20,10,0.516,266,0.69
U0000601,A00154,SUB00056,2026-02-01,20,9,0.478,308,0.83
U0000602,A00154,SUB00056,2026-03-01,20,10,0.52,272,0.7
U0000603,A00154,SUB00056,2026-04-01,20,10,0.525,177,0.56
U0000604,A00154,SUB00056,2026-05-01,20,11,0.55,156,0.89
U0000605,A00157,SUB00057,2025-06-01,50,32,0.643,539,0.78
U0000606,A00157,SUB00057,2025-07-01,50,32,0.658,807,0.32
U0000607,A00157,SUB00057,2025-08-01,50,33,0.673,1072,0.83
U0000608,A00157,SUB00057,2025-09-01,50,34,0.688,774,0.68
U0000609,A00157,SUB00057,2025-10-01,50,35,0.703,449,0.81
U0000610,A00157,SUB00057,2025-11-01,50,35,0.718,1207,0.32
U0000611,A00157,SUB00057,2025-12-01,50,36,0.733,822,0.86
U0000612,A00157,SUB00057,2026-01-01,50,37,0.748,1232,0.3
U0000613,A00157,SUB00057,2026-02-01,50,38,0.763,1000,0.79
U0000614,A00157,SUB00057,2026-03-01,50,38,0.778,1042,0.8
U0000615,A00157,SUB00057,2026-04-01,50,39,0.793,422,0.22
U0000616,A00157,SUB00057,2026-05-01,50,40,0.808,1300,0.86
U0000617,A00158,SUB00058,2025-06-01,5,3,0.717,76,0.36
U0000618,A00158,SUB00058,2025-07-01,5,3,0.722,101,0.62
U0000619,A00158,SUB00058,2025-08-01,5,3,0.655,36,0.33
U0000620,A00158,SUB00058,2025-09-01,5,3,0.707,42,0.72
U0000621,A00158,SUB00058,2025-10-01,5,3,0.707,46,0.47
U0000622,A00158,SUB00058,2025-11-01,5,3,0.672,88,0.46
U0000623,A00158,SUB00058,2025-12-01,5,3,0.656,69,0.66
U0000624,A00158,SUB00058,2026-01-01,5,3,0.661,63,0.28
U0000625,A00158,SUB00058,2026-02-01,5,3,0.684,46,0.74
U0000626,A00158,SUB00058,2026-03-01,5,3,0.677,65,0.66
U0000627,A00158,SUB00058,2026-04-01,5,3,0.696,102,0.65
U0000628,A00158,SUB00058,2026-05-01,5,3,0.674,49,0.33
U0000629,A00161,SUB00059,2025-06-01,250,181,0.725,2032,0.33
U0000630,A00161,SUB00059,2025-07-01,250,175,0.7,1406,0.58
U0000631,A00161,SUB00059,2025-08-01,250,168,0.675,5199,0.76
U0000632,A00161,SUB00059,2025-09-01,250,162,0.65,4450,0.47
U0000633,A00161,SUB00059,2025-10-01,250,156,0.625,3110,0.72
U0000634,A00161,SUB00059,2025-11-01,250,150,0.6,5111,0.74
U0000635,A00161,SUB00059,2025-12-01,250,143,0.575,3972,0.67
U0000636,A00161,SUB00059,2026-01-01,250,137,0.55,3087,0.65
U0000637,A00161,SUB00059,2026-02-01,250,131,0.525,1554,0.47
U0000638,A00161,SUB00059,2026-03-01,250,125,0.5,4165,0.26
U0000639,A00161,SUB00059,2026-04-01,250,118,0.475,3344,0.3
U0000640,A00161,SUB00059,2026-05-01,250,112,0.45,1138,0.59
U0000641,A00162,SUB00060,2025-06-01,5,2,0.494,35,0.62
U0000642,A00162,SUB00060,2025-07-01,5,2,0.469,23,0.26
U0000643,A00162,SUB00060,2025-08-01,5,2,0.444,31,0.27
U0000644,A00162,SUB00060,2025-09-01,5,2,0.419,57,0.38
U0000645,A00162,SUB00060,2025-10-01,5,1,0.394,12,0.66
U0000646,A00162,SUB00060,2025-11-01,5,1,0.369,33,0.69
U0000647,A00162,SUB00060,2025-12-01,5,1,0.344,16,0.89
U0000648,A00162,SUB00060,2026-01-01,5,1,0.319,29,0.51
U0000649,A00162,SUB00060,2026-02-01,5,1,0.294,29,0.79
U0000650,A00162,SUB00060,2026-03-01,5,1,0.269,25,0.82
U0000651,A00162,SUB00060,2026-04-01,5,1,0.244,29,0.25
U0000652,A00162,SUB00060,2026-05-01,5,1,0.219,12,0.77
U0000653,A00164,SUB00062,2025-07-01,250,151,0.606,3226,0.37
U0000654,A00164,SUB00062,2025-08-01,250,154,0.62,2967,0.55
U0000655,A00164,SUB00062,2025-09-01,250,167,0.669,3830,0.71
U0000656,A00164,SUB00062,2025-10-01,250,164,0.659,1663,0.7
U0000657,A00164,SUB00062,2025-11-01,250,165,0.662,5271,0.52
U0000658,A00164,SUB00062,2025-12-01,250,167,0.671,2187,0.88
U0000659,A00164,SUB00062,2026-01-01,250,157,0.631,2804,0.48
U0000660,A00164,SUB00062,2026-02-01,250,167,0.668,1484,0.46
U0000661,A00164,SUB00062,2026-03-01,250,159,0.638,5347,0.63
U0000662,A00164,SUB00062,2026-04-01,250,153,0.614,4455,0.67
U0000663,A00164,SUB00062,2026-05-01,250,166,0.665,3676,0.82
U0000664,A00167,SUB00063,2025-06-01,20,12,0.6,325,0.7
U0000665,A00167,SUB00063,2025-07-01,20,11,0.575,220,0.51
U0000666,A00167,SUB00063,2025-08-01,20,11,0.55,97,0.57
U0000667,A00167,SUB00063,2025-09-01,20,10,0.525,213,0.21
U0000668,A00167,SUB00063,2025-10-01,20,10,0.5,295,0.72
U0000669,A00167,SUB00063,2025-11-01,20,9,0.475,310,0.26
U0000670,A00167,SUB00063,2025-12-01,20,9,0.45,105,0.81
U0000671,A00167,SUB00063,2026-01-01,20,8,0.425,176,0.52
U0000672,A00167,SUB00063,2026-02-01,20,8,0.4,93,0.36
U0000673,A00167,SUB00063,2026-03-01,20,7,0.375,84,0.25
U0000674,A00167,SUB00063,2026-04-01,20,7,0.35,127,0.88
U0000675,A00167,SUB00063,2026-05-01,20,6,0.325,109,0.73
U0000676,A00170,SUB00064,2025-10-01,250,117,0.471,1384,0.51
U0000677,A00170,SUB00064,2025-11-01,250,121,0.486,3792,0.4
U0000678,A00170,SUB00064,2025-12-01,250,125,0.501,2623,0.89
U0000679,A00170,SUB00064,2026-01-01,250,129,0.516,3112,0.86
U0000680,A00170,SUB00064,2026-02-01,250,132,0.531,3804,0.84
U0000681,A00170,SUB00064,2026-03-01,250,136,0.546,3145,0.22
U0000682,A00170,SUB00064,2026-04-01,250,140,0.561,3646,0.26
U0000683,A00170,SUB00064,2026-05-01,250,144,0.576,3483,0.84
U0000684,A00171,SUB00065,2025-10-01,20,11,0.57,252,0.22
U0000685,A00171,SUB00065,2025-11-01,20,11,0.585,193,0.5
U0000686,A00171,SUB00065,2025-12-01,20,12,0.6,326,0.51
U0000687,A00171,SUB00065,2026-01-01,20,12,0.615,244,0.26
U0000688,A00171,SUB00065,2026-02-01,20,12,0.63,119,0.25
U0000689,A00171,SUB00065,2026-03-01,20,12,0.645,221,0.51
U0000690,A00171,SUB00065,2026-04-01,20,13,0.66,404,0.78
U0000691,A00171,SUB00065,2026-05-01,20,13,0.675,322,0.5
U0000692,A00172,SUB00066,2025-06-01,50,25,0.519,511,0.65
U0000693,A00172,SUB00066,2025-07-01,50,26,0.534,687,0.82
U0000694,A00172,SUB00066,2025-08-01,50,27,0.549,943,0.54
U0000695,A00172,SUB00066,2025-09-01,50,28,0.564,440,0.49
U0000696,A00172,SUB00066,2025-10-01,50,28,0.579,680,0.73
U0000697,A00172,SUB00066,2025-11-01,50,29,0.594,268,0.73
U0000698,A00172,SUB00066,2025-12-01,50,30,0.609,959,0.69
U0000699,A00172,SUB00066,2026-01-01,50,31,0.624,981,0.54
U0000700,A00172,SUB00066,2026-02-01,50,31,0.639,1072,0.48
U0000701,A00172,SUB00066,2026-03-01,50,32,0.654,394,0.57
U0000702,A00172,SUB00066,2026-04-01,50,33,0.669,290,0.22
U0000703,A00172,SUB00066,2026-05-01,50,34,0.684,593,0.73
U0000704,A00176,SUB00067,2025-06-01,500,235,0.471,6103,0.25
U0000705,A00176,SUB00067,2025-07-01,500,222,0.446,1928,0.8
U0000706,A00176,SUB00067,2025-08-01,500,210,0.421,5531,0.51
U0000707,A00176,SUB00067,2025-09-01,500,197,0.396,6664,0.23
U0000708,A00176,SUB00067,2025-10-01,500,185,0.371,3212,0.72
U0000709,A00176,SUB00067,2025-11-01,500,172,0.346,4142,0.57
U0000710,A00176,SUB00067,2025-12-01,500,160,0.321,4364,0.65
U0000711,A00176,SUB00067,2026-01-01,500,147,0.296,3796,0.67
U0000712,A00176,SUB00067,2026-02-01,500,135,0.271,3199,0.55
U0000713,A00176,SUB00067,2026-03-01,500,122,0.246,2485,0.27
U0000714,A00176,SUB00067,2026-04-01,500,110,0.221,2561,0.65
U0000715,A00176,SUB00067,2026-05-01,500,97,0.196,3025,0.44
U0000716,A00177,SUB00068,2025-09-01,100,80,0.803,1102,0.67
U0000717,A00177,SUB00068,2025-10-01,100,77,0.778,2261,0.7
U0000718,A00177,SUB00068,2025-11-01,100,75,0.753,773,0.3
U0000719,A00177,SUB00068,2025-12-01,100,72,0.728,1077,0.78
U0000720,A00177,SUB00068,2026-01-01,100,70,0.703,1002,0.46
U0000721,A00177,SUB00068,2026-02-01,100,67,0.678,864,0.85
U0000722,A00177,SUB00068,2026-03-01,100,65,0.653,593,0.61
U0000723,A00177,SUB00068,2026-04-01,100,62,0.628,1018,0.72
U0000724,A00177,SUB00068,2026-05-01,100,60,0.603,2052,0.31
U0000725,A00179,SUB00069,2025-06-01,5,2,0.6,49,0.4
U0000726,A00179,SUB00069,2025-07-01,5,3,0.665,38,0.59
U0000727,A00179,SUB00069,2025-08-01,5,3,0.603,26,0.36
U0000728,A00179,SUB00069,2025-09-01,5,3,0.665,65,0.21
U0000729,A00179,SUB00069,2025-10-01,5,3,0.626,43,0.38
U0000730,A00179,SUB00069,2025-11-01,5,2,0.596,46,0.23
U0000731,A00179,SUB00069,2025-12-01,5,3,0.622,30,0.62
U0000732,A00179,SUB00069,2026-01-01,5,3,0.683,93,0.71
U0000733,A00179,SUB00069,2026-02-01,5,3,0.618,96,0.79
U0000734,A00179,SUB00069,2026-03-01,5,3,0.606,24,0.63
U0000735,A00179,SUB00069,2026-04-01,5,3,0.659,66,0.63
U0000736,A00179,SUB00069,2026-05-01,5,3,0.654,70,0.64
U0000737,A00181,SUB00070,2025-10-01,50,26,0.534,399,0.53
U0000738,A00181,SUB00070,2025-11-01,50,27,0.549,684,0.37
U0000739,A00181,SUB00070,2025-12-01,50,28,0.564,415,0.54
U0000740,A00181,SUB00070,2026-01-01,50,28,0.579,668,0.76
U0000741,A00181,SUB00070,2026-02-01,50,29,0.594,740,0.73
U0000742,A00181,SUB00070,2026-03-01,50,30,0.609,550,0.42
U0000743,A00181,SUB00070,2026-04-01,50,31,0.624,391,0.74
U0000744,A00181,SUB00070,2026-05-01,50,31,0.639,931,0.82
U0000745,A00183,SUB00071,2025-06-01,20,6,0.316,140,0.22
U0000746,A00183,SUB00071,2025-07-01,20,6,0.316,148,0.75
U0000747,A00183,SUB00071,2025-08-01,20,6,0.321,78,0.56
U0000748,A00183,SUB00071,2025-09-01,20,7,0.359,63,0.48
U0000749,A00183,SUB00071,2025-10-01,20,6,0.343,208,0.24
U0000750,A00183,SUB00071,2025-11-01,20,5,0.292,133,0.74
U0000751,A00183,SUB00071,2025-12-01,20,7,0.376,213,0.23
U0000752,A00183,SUB00071,2026-01-01,20,6,0.303,190,0.31
U0000753,A00183,SUB00071,2026-02-01,20,6,0.312,158,0.44
U0000754,A00183,SUB00071,2026-03-01,20,5,0.298,126,0.7
U0000755,A00183,SUB00071,2026-04-01,20,5,0.3,82,0.87
U0000756,A00183,SUB00071,2026-05-01,20,7,0.353,162,0.24
U0000757,A00184,SUB00072,2025-09-01,20,11,0.558,236,0.76
U0000758,A00184,SUB00072,2025-10-01,20,11,0.573,378,0.55
U0000759,A00184,SUB00072,2025-11-01,20,11,0.588,127,0.22
U0000760,A00184,SUB00072,2025-12-01,20,12,0.603,285,0.41
U0000761,A00184,SUB00072,2026-01-01,20,12,0.618,211,0.54
U0000762,A00184,SUB00072,2026-02-01,20,12,0.633,240,0.49
U0000763,A00184,SUB00072,2026-03-01,20,12,0.648,340,0.6
U0000764,A00184,SUB00072,2026-04-01,20,13,0.663,292,0.43
U0000765,A00184,SUB00072,2026-05-01,20,13,0.678,279,0.36
U0000766,A00184,SUB00072,2026-06-01,20,13,0.693,216,0.47
